time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1641629245731385344,0.14174,-0.14683,0.41257,0.65477,-0.71686,-0.18654,0.15030,-0.00113,0.06465,0.22982,
1641629245781385216,0.14362,-0.14364,0.42326,0.66149,-0.71466,-0.17779,0.14172,0.05175,0.08237,0.18539,
1641629245831385088,0.14795,-0.14038,0.43138,0.66594,-0.71416,-0.16651,0.13703,0.09338,0.09445,0.13171,
1641629245881385216,0.15399,-0.13685,0.43696,0.66815,-0.71602,-0.15404,0.13099,0.12390,0.10971,0.08803,
1641629245931386112,0.16175,-0.13286,0.44037,0.67012,-0.71913,-0.13872,0.12062,0.15722,0.11800,0.03936,
1641629245981385216,0.17163,-0.12848,0.44100,0.67405,-0.72142,-0.12258,0.10089,0.19982,0.12684,-0.01954,
1641629246031385088,0.18353,-0.12448,0.43867,0.67895,-0.72334,-0.10196,0.07360,0.23991,0.12021,-0.07434,
1641629246081385216,0.19715,-0.12092,0.43411,0.68283,-0.72462,-0.08164,0.04467,0.26757,0.11021,-0.10548,
1641629246131389184,0.21198,-0.11777,0.42839,0.68324,-0.72774,-0.05645,0.01954,0.28638,0.09464,-0.12434,
1641629246181385216,0.22756,-0.11594,0.42096,0.67875,-0.73358,-0.03401,0.00052,0.30565,0.04754,-0.15680,
1641629246231385344,0.24380,-0.11598,0.41273,0.67402,-0.73849,-0.01455,-0.01082,0.31817,0.02425,-0.16239,
1641629246281385216,0.26041,-0.11582,0.40384,0.66930,-0.74265,0.00493,-0.02217,0.33214,0.02981,-0.18286,
1641629246331385088,0.27741,-0.11460,0.39414,0.66351,-0.74684,0.02726,-0.03527,0.33987,0.04794,-0.20262,
1641629246381385216,0.29485,-0.11272,0.38340,0.65405,-0.75351,0.04612,-0.04809,0.35154,0.04860,-0.21960,
1641629246431385344,0.31276,-0.11121,0.37257,0.64332,-0.76062,0.06603,-0.05686,0.35787,0.02723,-0.21636,
1641629246481385216,0.33104,-0.11096,0.36250,0.63280,-0.76690,0.08554,-0.06413,0.36512,-0.00229,-0.18141,
1641629246531385088,0.34928,-0.11206,0.35505,0.62408,-0.77063,0.11143,-0.06505,0.35864,-0.02922,-0.12646,
1641629246581385216,0.36719,-0.11431,0.35022,0.61811,-0.77235,0.13064,-0.06599,0.35867,-0.04854,-0.06566,
1641629246631385344,0.38516,-0.11644,0.34900,0.61412,-0.77068,0.15199,-0.07620,0.36027,-0.03659,0.01314,
1641629246681385216,0.40293,-0.11856,0.35097,0.61285,-0.76634,0.16653,-0.09697,0.34886,-0.04136,0.06733,
1641629246731385344,0.41978,-0.12059,0.35617,0.61317,-0.76031,0.18184,-0.11345,0.32708,-0.04288,0.14493,
1641629246781385216,0.43509,-0.12296,0.36456,0.61630,-0.75253,0.19531,-0.12539,0.28209,-0.04134,0.19032,
1641629246831385088,0.44819,-0.12458,0.37470,0.61870,-0.74730,0.20047,-0.13627,0.23464,-0.01131,0.22593,
1641629246881385216,0.45907,-0.12517,0.38660,0.61779,-0.74573,0.19967,-0.14954,0.19463,0.00792,0.25863,
1641629246931385344,0.46830,-0.12542,0.40009,0.61625,-0.74447,0.19623,-0.16580,0.16374,0.00499,0.29188,
1641629246981385216,0.47641,-0.12638,0.41512,0.61948,-0.73841,0.19486,-0.18173,0.14327,-0.01332,0.31593,
1641629247031385088,0.48344,-0.12785,0.43042,0.62578,-0.72875,0.19649,-0.19675,0.12033,-0.02051,0.30177,
1641629247081386240,0.48897,-0.12909,0.44445,0.62962,-0.72204,0.19757,-0.20786,0.09056,-0.02613,0.26164,
1641629247131385344,0.49288,-0.13099,0.45569,0.63381,-0.71709,0.19650,-0.21323,0.06404,-0.02921,0.18319,
1641629247181385216,0.49536,-0.13244,0.46211,0.63564,-0.71456,0.19529,-0.21732,0.03829,-0.02221,0.07674,
1641629247231385344,0.49640,-0.13366,0.46334,0.63619,-0.71463,0.19396,-0.21667,0.02411,-0.01125,-0.02296,
1641629247281386240,0.49724,-0.13359,0.45972,0.63603,-0.71637,0.19611,-0.20934,0.00748,0.00887,-0.11975,
1641629247331385088,0.49726,-0.13217,0.45151,0.63279,-0.72176,0.20132,-0.19523,-0.01665,0.04109,-0.20939,
1641629247381385216,0.49487,-0.12844,0.43861,0.62889,-0.72830,0.20698,-0.17676,-0.07642,0.08534,-0.30580,
1641629247431385344,0.48818,-0.12315,0.42168,0.62307,-0.73805,0.20651,-0.15627,-0.14321,0.13233,-0.35557,
1641629247481385216,0.47837,-0.11596,0.40341,0.61643,-0.75005,0.19919,-0.13329,-0.21139,0.15219,-0.36830,
1641629247531385088,0.46563,-0.10809,0.38538,0.60979,-0.76157,0.18765,-0.11384,-0.26832,0.15999,-0.35146,
1641629247581385216,0.45078,-0.10008,0.36888,0.60317,-0.77295,0.16917,-0.10060,-0.29521,0.15955,-0.30454,
1641629247631385344,0.43548,-0.09194,0.35554,0.59712,-0.78275,0.15220,-0.08712,-0.29512,0.16469,-0.23407,
1641629247681385216,0.42034,-0.08411,0.34633,0.59128,-0.79179,0.13533,-0.07167,-0.28839,0.14600,-0.12978,
1641629247731385344,0.40610,-0.07680,0.34243,0.58760,-0.79872,0.11866,-0.05195,-0.27617,0.13389,-0.02539,
1641629247781385216,0.39265,-0.07086,0.34420,0.58983,-0.80028,0.10252,-0.03389,-0.25056,0.09470,0.09575,
1641629247831385088,0.38117,-0.06705,0.35194,0.59805,-0.79636,0.08855,-0.01752,-0.20452,0.05758,0.21116,
1641629247881385216,0.37241,-0.06489,0.36518,0.61072,-0.78799,0.07793,-0.00418,-0.14417,0.02669,0.31577,
1641629247931385344,0.36684,-0.06434,0.38287,0.62481,-0.77756,0.07044,0.00763,-0.07101,-0.00315,0.38995,
1641629247981385216,0.36483,-0.06527,0.40347,0.63861,-0.76655,0.06539,0.01746,-0.00183,-0.03269,0.43021,
1641629248031385088,0.36604,-0.06737,0.42531,0.65046,-0.75653,0.06272,0.02509,0.06711,-0.04531,0.44386,
1641629248081385216,0.37040,-0.07034,0.44726,0.66132,-0.74658,0.06509,0.03232,0.12384,-0.07544,0.42991,
1641629248131385344,0.37712,-0.07467,0.46792,0.67300,-0.73526,0.07009,0.03954,0.17183,-0.09518,0.39374,
1641629248181385216,0.38586,-0.07953,0.48590,0.68422,-0.72361,0.07953,0.04374,0.20752,-0.10044,0.32047,
1641629248231386112,0.39611,-0.08473,0.49956,0.69276,-0.71418,0.09039,0.04321,0.23619,-0.10640,0.22570,
1641629248281385216,0.40766,-0.09014,0.50836,0.69882,-0.70674,0.10272,0.04021,0.25326,-0.11493,0.11836,
1641629248331385088,0.41973,-0.09613,0.51147,0.70299,-0.70102,0.11520,0.03326,0.25995,-0.12963,0.00139,
1641629248381385216,0.43236,-0.10255,0.50920,0.70273,-0.69964,0.12611,0.02764,0.25970,-0.13167,-0.09983,
1641629248431386112,0.44513,-0.10905,0.50224,0.69949,-0.70107,0.13714,0.02006,0.25971,-0.12845,-0.18135,
1641629248481385216,0.45786,-0.11552,0.49198,0.69366,-0.70467,0.14884,0.01122,0.25649,-0.13266,-0.23656,
1641629248531385088,0.47032,-0.12195,0.47956,0.68692,-0.70871,0.16084,0.00136,0.25022,-0.13306,-0.27491,
1641629248581385216,0.48232,-0.12804,0.46538,0.67812,-0.71482,0.17067,-0.00726,0.23956,-0.12811,-0.30498,
1641629248631385344,0.49376,-0.13440,0.44959,0.66676,-0.72311,0.17977,-0.01525,0.22557,-0.12185,-0.33221,
1641629248681385216,0.50454,-0.14011,0.43257,0.65412,-0.73228,0.18814,-0.02224,0.21077,-0.10911,-0.34986,
1641629248731385344,0.51451,-0.14531,0.41462,0.64082,-0.74203,0.19482,-0.02804,0.19300,-0.10839,-0.36601,
1641629248781386240,0.52364,-0.15048,0.39637,0.62835,-0.75148,0.19869,-0.03128,0.18173,-0.11294,-0.35498,
1641629248831386368,0.53239,-0.15602,0.37960,0.61783,-0.75917,0.20247,-0.03086,0.17517,-0.11271,-0.31146,
1641629248881385216,0.54087,-0.16128,0.36564,0.60933,-0.76495,0.20592,-0.03415,0.17050,-0.10892,-0.24245,
1641629248931385344,0.54887,-0.16618,0.35582,0.60022,-0.77081,0.20923,-0.04257,0.16295,-0.10069,-0.14514,
1641629248981385216,0.55615,-0.17130,0.35189,0.59212,-0.77558,0.21180,-0.05490,0.14130,-0.12165,-0.00739,
1641629249031385088,0.56183,-0.17795,0.35509,0.59223,-0.77380,0.21290,-0.07189,0.10122,-0.15273,0.13112,
1641629249081385216,0.56547,-0.18538,0.36451,0.59853,-0.76771,0.21085,-0.08904,0.06713,-0.15786,0.23470,
1641629249131385344,0.56742,-0.19242,0.37818,0.60648,-0.76047,0.20717,-0.10466,0.03511,-0.14429,0.30026,
1641629249181385216,0.56751,-0.19857,0.39435,0.61488,-0.75338,0.20106,-0.11794,-0.00289,-0.13078,0.33507,
1641629249231385344,0.56578,-0.20368,0.41186,0.62432,-0.74575,0.19299,-0.12979,-0.03605,-0.11628,0.35193,
1641629249281385216,0.56238,-0.20704,0.42995,0.63485,-0.73665,0.18525,-0.14138,-0.06824,-0.10124,0.34823,
1641629249331385088,0.55754,-0.20999,0.44724,0.64533,-0.72797,0.17717,-0.14907,-0.09981,-0.08766,0.31603,
1641629249381385216,0.55135,-0.21196,0.46162,0.65501,-0.72078,0.16929,-0.15094,-0.12161,-0.05787,0.23455,
1641629249431385344,0.54450,-0.21229,0.47087,0.66049,-0.71775,0.16238,-0.14906,-0.13905,-0.01280,0.12086,
1641629249481385216,0.53659,-0.21082,0.47379,0.66263,-0.71768,0.15394,-0.14883,-0.16837,0.01944,-0.01067,
1641629249531385088,0.52767,-0.20797,0.47021,0.66093,-0.72179,0.14227,-0.14814,-0.18396,0.04383,-0.13313,
1641629249581385216,0.51863,-0.20440,0.46119,0.65626,-0.72904,0.13069,-0.14402,-0.17598,0.05778,-0.22214,
1641629249631385344,0.51015,-0.19999,0.44875,0.64880,-0.73888,0.12321,-0.13394,-0.16656,0.07700,-0.27941,
1641629249681385216,0.50163,-0.19477,0.43378,0.63954,-0.74995,0.11818,-0.12079,-0.17741,0.08770,-0.32388,
1641629249731385344,0.49177,-0.18987,0.41723,0.62810,-0.76305,0.11123,-0.10429,-0.22114,0.06984,-0.34415,
1641629249781385216,0.47922,-0.18659,0.39994,0.61893,-0.77457,0.09930,-0.08429,-0.27540,0.03915,-0.35128,
1641629249831385088,0.46407,-0.18444,0.38262,0.61061,-0.78470,0.08379,-0.06623,-0.32548,0.02015,-0.34322,
1641629249881385216,0.44647,-0.18376,0.36654,0.60566,-0.79145,0.06734,-0.04750,-0.37394,-0.01707,-0.30928,
1641629249931385344,0.42652,-0.18500,0.35191,0.60140,-0.79710,0.04698,-0.02718,-0.41346,-0.05186,-0.28272,
1641629249981385216,0.40485,-0.18802,0.33836,0.59882,-0.80050,0.02426,-0.00520,-0.44288,-0.08149,-0.27272,
1641629250031385088,0.38204,-0.19222,0.32481,0.59224,-0.80565,-0.00167,0.01312,-0.46167,-0.10387,-0.27001,
1641629250081385216,0.35883,-0.19803,0.31149,0.58348,-0.81094,-0.03051,0.03159,-0.46252,-0.13710,-0.26129,
1641629250131385344,0.33603,-0.20546,0.29932,0.57412,-0.81503,-0.05776,0.05268,-0.44801,-0.16315,-0.22429,
1641629250181385216,0.31408,-0.21423,0.28875,0.56696,-0.81638,-0.08042,0.07484,-0.43067,-0.18421,-0.19936,
1641629250231386112,0.29273,-0.22362,0.27949,0.55825,-0.81771,-0.10072,0.09781,-0.42465,-0.19013,-0.17418,
1641629250281385216,0.27134,-0.23344,0.27144,0.54969,-0.81804,-0.11863,0.12074,-0.42819,-0.20735,-0.15286,
1641629250331385088,0.24965,-0.24440,0.26465,0.53934,-0.81797,-0.13970,0.14322,-0.43462,-0.23185,-0.12183,
1641629250381385216,0.22785,-0.25656,0.25959,0.52715,-0.81744,-0.16337,0.16497,-0.43312,-0.25739,-0.08284,
1641629250431385344,0.20661,-0.27009,0.25665,0.51692,-0.81406,-0.18874,0.18567,-0.41684,-0.28208,-0.03263,
1641629250481385216,0.18645,-0.28429,0.25653,0.50904,-0.80805,-0.21342,0.20585,-0.38985,-0.28410,0.02985,
1641629250531385088,0.16772,-0.29833,0.25957,0.50549,-0.79978,-0.23565,0.22202,-0.35996,-0.27056,0.09417,
1641629250581385216,0.15065,-0.31138,0.26647,0.50471,-0.79117,-0.25377,0.23434,-0.32242,-0.25339,0.18406,
1641629250631385344,0.13589,-0.32378,0.27777,0.50653,-0.78071,-0.26932,0.24778,-0.26809,-0.24560,0.27154,
1641629250681385216,0.12392,-0.33568,0.29339,0.51127,-0.76727,-0.28307,0.26414,-0.21438,-0.23869,0.34760,
1641629250731385344,0.11440,-0.34727,0.31221,0.51860,-0.75181,-0.29543,0.28029,-0.16403,-0.23297,0.39911,
1641629250781385216,0.10746,-0.35852,0.33274,0.52934,-0.73476,-0.30619,0.29355,-0.11335,-0.22018,0.42428,
1641629250831385088,0.10314,-0.36869,0.35434,0.54077,-0.71874,-0.31316,0.30481,-0.05728,-0.20061,0.43545,
1641629250881385216,0.10163,-0.37780,0.37577,0.55235,-0.70374,-0.31722,0.31469,-0.00343,-0.17959,0.42260,
1641629250931386112,0.10293,-0.38547,0.39634,0.56194,-0.69104,-0.31884,0.32407,0.05143,-0.14088,0.40261,
1641629250981386240,0.10673,-0.39125,0.41519,0.57066,-0.68174,-0.31636,0.33089,0.09835,-0.10665,0.35494,
1641629251031385088,0.11258,-0.39505,0.43154,0.57972,-0.67466,-0.31092,0.33479,0.14197,-0.06722,0.30276,
1641629251081385216,0.12054,-0.39679,0.44491,0.58946,-0.67031,-0.30067,0.33589,0.17721,-0.03374,0.23305,
1641629251131386368,0.13066,-0.39708,0.45454,0.59758,-0.66818,-0.28859,0.33637,0.21541,-0.01134,0.15191,
1641629251181385216,0.14270,-0.39589,0.45971,0.60235,-0.66859,-0.27672,0.33702,0.23975,0.00998,0.05948,
1641629251231385344,0.15577,-0.39374,0.46033,0.60373,-0.67218,-0.26393,0.33767,0.25764,0.02866,-0.02995,
1641629251281385216,0.16929,-0.39044,0.45638,0.60397,-0.67766,-0.25016,0.33677,0.26292,0.04561,-0.11247,
1641629251331385088,0.18280,-0.38599,0.44859,0.60085,-0.68507,-0.23763,0.33644,0.26226,0.05762,-0.19101,
1641629251381385216,0.19600,-0.38078,0.43668,0.59560,-0.69478,-0.22763,0.33277,0.27029,0.07183,-0.26739,
1641629251431385344,0.20968,-0.37439,0.42172,0.58732,-0.70787,-0.21626,0.32742,0.29252,0.08439,-0.30344,
1641629251481385216,0.22504,-0.36854,0.40557,0.58042,-0.72038,-0.19897,0.32338,0.33321,0.06064,-0.32945,
1641629251531385088,0.24238,-0.36471,0.38921,0.57563,-0.73083,-0.18055,0.31929,0.36150,0.04126,-0.31718,
1641629251581385216,0.26089,-0.36222,0.37400,0.56672,-0.74201,-0.16245,0.31916,0.37005,0.01312,-0.30895,
1641629251631385344,0.27919,-0.36138,0.35932,0.55505,-0.75434,-0.15269,0.31555,0.34975,-0.03162,-0.29702,
1641629251681385216,0.29629,-0.36286,0.34553,0.54717,-0.76351,-0.15115,0.30790,0.31693,-0.07809,-0.28505,
1641629251731385344,0.31203,-0.36641,0.33270,0.54391,-0.77187,-0.16136,0.28696,0.29603,-0.12640,-0.22835,
1641629251781385216,0.32733,-0.37253,0.32455,0.54730,-0.77463,-0.16878,0.26820,0.29998,-0.17517,-0.11261,
1641629251831386368,0.34281,-0.38000,0.32189,0.54374,-0.77949,-0.17653,0.25611,0.30883,-0.19199,-0.01119,
1641629251881389056,0.35839,-0.38846,0.32357,0.54339,-0.77997,-0.18599,0.24856,0.30068,-0.18651,0.06603,
1641629251931387136,0.37313,-0.39658,0.32806,0.54491,-0.77916,-0.19492,0.24078,0.27117,-0.17662,0.10914,
1641629251981385216,0.38553,-0.40563,0.33372,0.54624,-0.77741,-0.20592,0.23420,0.21857,-0.19094,0.11809,
1641629252031385088,0.39517,-0.41363,0.33900,0.54660,-0.77249,-0.22484,0.23223,0.12932,-0.18492,0.10608,
1641629252081385216,0.39899,-0.42284,0.34372,0.54198,-0.76902,-0.24570,0.23343,0.01659,-0.18011,0.08158,
1641629252131385344,0.39828,-0.42974,0.34606,0.53854,-0.76279,-0.26520,0.24042,-0.09177,-0.17324,0.03119,
1641629252181385216,0.39223,-0.43616,0.34525,0.53160,-0.75607,-0.28628,0.25260,-0.19774,-0.16333,-0.03637,
1641629252231385344,0.38137,-0.44175,0.34092,0.52285,-0.74917,-0.30645,0.26734,-0.28280,-0.15219,-0.09605,
1641629252281385216,0.36693,-0.44663,0.33396,0.51156,-0.74247,-0.32656,0.28356,-0.34476,-0.13610,-0.13967,
1641629252331385088,0.35012,-0.45173,0.32557,-0.49680,0.73769,0.34612,-0.29867,-0.38137,-0.14605,-0.15323,
1641629252381385216,0.33209,-0.45792,0.31722,-0.48289,0.72956,0.36704,-0.31598,-0.39642,-0.16629,-0.15071,
1641629252431385344,0.31407,-0.46528,0.30921,-0.46910,0.71723,0.39103,-0.33561,-0.39638,-0.18222,-0.13525,
1641629252481385216,0.29421,-0.47378,0.30265,-0.45367,0.70305,0.41604,-0.35611,-0.39569,-0.20253,-0.11092,
1641629252531385088,0.27405,-0.48334,0.29753,-0.43585,0.68759,0.44227,-0.37638,-0.38281,-0.22235,-0.07908,
1641629252581385216,0.25488,-0.49354,0.29404,-0.42034,0.66866,0.46810,-0.39634,-0.35743,-0.23236,-0.04187,
1641629252631385344,0.23710,-0.50414,0.29312,-0.40532,0.64939,0.49311,-0.41333,-0.31836,-0.24001,0.00916,
1641629252681385216,0.22190,-0.51521,0.29524,-0.39242,0.62733,0.51767,-0.42952,-0.26489,-0.24078,0.08384,
1641629252731385344,0.20964,-0.52645,0.30137,-0.38165,0.60341,0.53820,-0.44786,-0.21000,-0.23358,0.16330,
1641629252781386240,0.20037,-0.53719,0.31122,-0.37081,0.58036,0.55855,-0.46228,-0.14518,-0.21919,0.23175,
1641629252831385088,0.19447,-0.54643,0.32420,-0.36689,0.55540,0.57745,-0.47274,-0.07647,-0.18827,0.29025,
1641629252881385216,0.19169,-0.55377,0.34014,-0.37022,0.52932,0.59279,-0.48099,-0.01623,-0.14755,0.34530,
1641629252931385344,0.19153,-0.55874,0.35865,-0.37611,0.50552,0.60317,-0.48906,0.03426,-0.10473,0.39403,
1641629252981385216,0.19362,-0.56150,0.37935,-0.38007,0.48502,0.60702,-0.50183,0.07232,-0.06170,0.43391,
1641629253031385088,0.19772,-0.56249,0.40139,-0.37793,0.46766,0.60877,-0.51755,0.10091,-0.01145,0.44873,
1641629253081385216,0.20284,-0.56023,0.42358,-0.37296,0.45286,0.60930,-0.53346,0.11644,0.04156,0.43974,
1641629253131385344,0.20895,-0.55551,0.44472,-0.37009,0.43908,0.60768,-0.54860,0.13067,0.08980,0.40959,
1641629253181385216,0.21563,-0.54906,0.46413,-0.37232,0.43005,0.60308,-0.55922,0.14286,0.13374,0.37080,
1641629253231385344,0.22329,-0.54077,0.48166,-0.37982,0.42642,0.59451,-0.56609,0.16211,0.17194,0.33323,
1641629253281385216,0.23200,-0.53093,0.49744,-0.38855,0.43002,0.58125,-0.57120,0.18983,0.20247,0.29933,
1641629253331385088,0.24253,-0.51973,0.51087,0.39863,-0.43782,-0.56502,0.57459,0.22656,0.21518,0.23946,
1641629253381385216,0.25463,-0.50866,0.52154,0.41426,-0.44658,-0.54430,0.57679,0.26918,0.20851,0.19047,
1641629253431386112,0.26865,-0.49804,0.52947,0.42744,-0.45585,-0.52337,0.57929,0.29067,0.19636,0.12670,
1641629253481385216,0.28330,-0.48854,0.53442,0.44098,-0.46660,-0.50570,0.57627,0.30043,0.17275,0.07207,
1641629253531385088,0.29850,-0.48047,0.53636,0.45616,-0.47802,-0.48730,0.57093,0.30321,0.14742,-0.00223,
1641629253581385216,0.31365,-0.47378,0.53457,0.47064,-0.49028,-0.47268,0.56099,0.29837,0.12672,-0.07523,
1641629253631386368,0.32820,-0.46786,0.52910,0.48004,-0.50475,-0.45689,0.55321,0.27483,0.11428,-0.14893,
1641629253681385216,0.34157,-0.46258,0.52023,0.48005,-0.52462,-0.44386,0.54527,0.25217,0.10253,-0.21640,
1641629253731385344,0.35442,-0.45820,0.50821,-0.47739,0.54445,0.43226,-0.53743,0.23893,0.08612,-0.27533,
1641629253781385216,0.36651,-0.45447,0.49422,-0.47523,0.56371,0.41903,-0.52991,0.22787,0.07182,-0.30173,
1641629253831385088,0.37832,-0.45141,0.47906,-0.47139,0.58291,0.40559,-0.52297,0.23509,0.05147,-0.32214,
1641629253881385216,0.39082,-0.44923,0.46297,-0.46691,0.59915,0.39390,-0.51755,0.24425,0.03883,-0.33363,
1641629253931386112,0.40319,-0.44704,0.44720,-0.46260,0.61355,0.38384,-0.51208,0.23234,0.04190,-0.31097,
1641629253981385216,0.41496,-0.44486,0.43264,-0.45780,0.63078,0.37172,-0.50435,0.22420,0.04083,-0.28171,
1641629254031385088,0.42661,-0.44322,0.41911,-0.45201,0.64929,0.36286,-0.49238,0.23261,0.03033,-0.26144,
1641629254081385216,0.43883,-0.44188,0.40718,-0.45079,0.66667,0.35614,-0.47487,0.24543,0.02655,-0.21385,
1641629254131385344,0.45183,-0.44072,0.39827,-0.45467,0.68340,0.34724,-0.45350,0.26498,0.01910,-0.13713,
1641629254181385216,0.46613,-0.44042,0.39394,-0.45892,0.69747,0.33588,-0.43603,0.30159,-0.00546,-0.03689,
1641629254231385344,0.48124,-0.44172,0.39406,-0.46357,0.70532,0.32708,-0.42502,0.31838,-0.04178,0.04522,
1641629254281385216,0.49671,-0.44508,0.39800,-0.46986,0.70998,0.32291,-0.41339,0.30591,-0.06918,0.12339,
1641629254331385088,0.51112,-0.44968,0.40584,-0.47974,0.71341,0.31934,-0.39865,0.28085,-0.08723,0.19997,
1641629254381385216,0.52400,-0.45512,0.41705,-0.49252,0.71296,0.31977,-0.38322,0.24557,-0.10116,0.26672,
1641629254431386112,0.53468,-0.46086,0.43118,0.50707,-0.70914,-0.32201,0.36920,0.19548,-0.10687,0.31569,
1641629254481385216,0.54254,-0.46640,0.44698,0.52049,-0.70271,-0.32697,0.35829,0.13173,-0.09803,0.33562,
1641629254531385088,0.54725,-0.47094,0.46256,0.53091,-0.69630,-0.33386,0.34905,0.05631,-0.07732,0.30697,
1641629254581385216,0.54816,-0.47430,0.47646,0.53851,-0.69102,-0.34167,0.34023,-0.01884,-0.05865,0.24834,
1641629254631385344,0.54524,-0.47720,0.48721,0.54236,-0.68820,-0.34828,0.33306,-0.09184,-0.05044,0.17217,
1641629254681386240,0.53914,-0.48003,0.49351,0.54622,-0.68509,-0.35150,0.32976,-0.15301,-0.05545,0.06825,
1641629254731385344,0.52972,-0.48288,0.49385,0.54456,-0.68280,-0.35723,0.33109,-0.21059,-0.06163,-0.05627,
1641629254781385216,0.51790,-0.48601,0.48810,0.53687,-0.68294,-0.36725,0.33240,-0.26001,-0.06802,-0.17270,
1641629254831385088,0.50341,-0.48911,0.47738,0.53112,-0.68219,-0.37499,0.33452,-0.30379,-0.06329,-0.26009,
1641629254881385216,0.48669,-0.49165,0.46295,0.51960,-0.68601,-0.38123,0.33774,-0.33311,-0.05866,-0.32532,
1641629254931385344,0.46974,-0.49428,0.44595,0.50612,-0.68974,-0.38639,0.34469,-0.33255,-0.06439,-0.36405,
1641629254981385216,0.45275,-0.49727,0.42742,-0.49048,0.69269,0.39215,-0.35472,-0.32348,-0.08011,-0.37803,
1641629255031386112,0.43581,-0.50111,0.40849,-0.47459,0.69461,0.39597,-0.36809,-0.32274,-0.10075,-0.38054,
1641629255081385216,0.41892,-0.50654,0.38942,-0.45857,0.69568,0.40465,-0.37684,-0.30845,-0.14138,-0.36504,
1641629255131385344,0.40300,-0.51388,0.37132,-0.44531,0.69387,0.41554,-0.38414,-0.30117,-0.17751,-0.33805,
1641629255181385216,0.38736,-0.52284,0.35574,-0.43294,0.69166,0.42694,-0.38973,-0.29396,-0.20880,-0.28311,
1641629255231385344,0.37202,-0.53396,0.34306,-0.41899,0.68910,0.44227,-0.39242,-0.27492,-0.24083,-0.23080,
1641629255281385216,0.35761,-0.54587,0.33384,-0.40988,0.68226,0.45808,-0.39582,-0.26618,-0.25666,-0.14127,
1641629255331385088,0.34412,-0.55856,0.32892,-0.39876,0.67432,0.47473,-0.40115,-0.23702,-0.26563,-0.05625,
1641629255381385216,0.33267,-0.57117,0.32871,-0.38659,0.66372,0.49089,-0.41117,-0.20151,-0.26184,0.04617,
1641629255431385344,0.32264,-0.58307,0.33372,-0.37499,0.64894,0.50663,-0.42613,-0.16221,-0.23842,0.15333,
1641629255481385216,0.31495,-0.59368,0.34419,-0.36720,0.63428,0.51682,-0.44244,-0.10802,-0.20667,0.25764,
1641629255531385088,0.31063,-0.60282,0.35940,-0.36852,0.61687,0.52227,-0.45923,-0.04319,-0.16319,0.34723,
1641629255581385216,0.30902,-0.60893,0.37870,-0.37773,0.59938,0.52230,-0.47462,0.01470,-0.10507,0.41487,
1641629255631385344,0.30954,-0.61177,0.40066,-0.39495,0.58512,0.51379,-0.48751,0.04993,-0.03794,0.44727,
1641629255681385216,0.31197,-0.61127,0.42278,-0.41666,0.57970,0.49798,-0.49230,0.07910,0.02548,0.41460,
1641629255731385344,0.31610,-0.60816,0.44196,-0.44305,0.58149,0.47748,-0.48743,0.09884,0.09057,0.34484,
1641629255781385216,0.32103,-0.60207,0.45634,-0.47027,0.59352,0.45159,-0.47185,0.11430,0.14001,0.22720,
1641629255831385088,0.32689,-0.59394,0.46457,-0.49702,0.61038,0.42396,-0.44795,0.14052,0.16788,0.09838,
1641629255891385344,0.33661,-0.58382,0.46540,0.52434,-0.63000,-0.39483,0.41507,0.18807,0.17554,-0.06483,
1641629255931385344,0.34398,-0.57670,0.46100,0.54277,-0.64169,-0.37389,0.39223,0.19228,0.18949,-0.15562,
1641629255981385216,0.35351,-0.56691,0.45130,0.55731,-0.66209,-0.34558,0.36279,0.20771,0.20644,-0.22151,
1641629256031385088,0.36422,-0.55667,0.43872,0.55800,-0.68668,-0.31648,0.34199,0.23719,0.20150,-0.28575,
